Program_ID,Code,Label_Counterexample,Search_Steps
6770,"[('*', 'x7', 'x6', 'v0'), ('*', 'const_1', 'x5', 'v1'), ('//', 'x5', 'x4', 'v2'), ('//', 'const_1', 'x3', 'v3'), ('+', 'const_0', 'x5', 'v4'), ('+', 'v2', 'x7', 'v5'), ('+', 'x4', 'v2', 'v6'), ('+', 'v0', 'v0', 'v7'), ('*', 'v5', 'const_0', 'v8'), ('*', 'v3', 'x4', 'v9')]","(0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",97
6771,"[('//', 'x8', 'x7', 'v0'), ('+', 'x0', 'x6', 'v1'), ('*', 'x1', 'const_0', 'v2'), ('//', 'x9', 'x0', 'v3'), ('//', 'x4', 'x8', 'v4'), ('*', 'x4', 'v3', 'v5'), ('//', 'v0', 'v3', 'v6'), ('+', 'v2', 'x1', 'v7'), ('*', 'x6', 'v2', 'v8'), ('*', 'v2', 'v6', 'v9')]",None,1024
6772,"[('+', 'x2', 'const_1', 'v0'), ('//', 'x7', 'const_1', 'v1'), ('+', 'x4', 'v0', 'v2'), ('//', 'x4', 'x0', 'v3'), ('*', 'const_1', 'x3', 'v4'), ('//', 'v1', 'v1', 'v5'), ('//', 'x2', 'x9', 'v6'), ('+', 'x0', 'v0', 'v7'), ('+', 'const_1', 'x2', 'v8'), ('//', 'v2', 'v1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
6773,"[('//', 'x2', 'x6', 'v0'), ('//', 'x3', 'x4', 'v1'), ('//', 'x1', 'x4', 'v2'), ('+', 'v0', 'v1', 'v3'), ('*', 'x0', 'x2', 'v4'), ('//', 'v4', 'x2', 'v5'), ('+', 'x7', 'x2', 'v6'), ('*', 'x5', 'x2', 'v7'), ('+', 'v2', 'x4', 'v8'), ('*', 'v1', 'x1', 'v9')]","(0, 1, 0, 1, 1, 0, 0, 0, 0, 0)",353
6774,"[('+', 'x4', 'x2', 'v0'), ('+', 'x5', 'const_1', 'v1'), ('//', 'v1', 'x7', 'v2'), ('+', 'x2', 'x4', 'v3'), ('//', 'x4', 'x0', 'v4'), ('+', 'x0', 'x4', 'v5'), ('*', 'v5', 'x2', 'v6'), ('//', 'v2', 'v4', 'v7'), ('+', 'x0', 'x1', 'v8'), ('//', 'x0', 'const_1', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",513
6775,"[('+', 'x5', 'x6', 'v0'), ('*', 'x4', 'x7', 'v1'), ('//', 'x6', 'x6', 'v2'), ('//', 'const_0', 'v2', 'v3'), ('+', 'x6', 'v2', 'v4'), ('+', 'x3', 'v3', 'v5'), ('//', 'x9', 'x6', 'v6'), ('*', 'v3', 'v1', 'v7'), ('//', 'x5', 'x7', 'v8'), ('*', 'v8', 'v0', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",21
6776,"[('*', 'x2', 'x5', 'v0'), ('*', 'x4', 'x4', 'v1'), ('//', 'const_1', 'x4', 'v2'), ('+', 'x5', 'x3', 'v3'), ('+', 'x3', 'x1', 'v4'), ('//', 'const_1', 'const_1', 'v5'), ('//', 'x0', 'v0', 'v6'), ('//', 'x5', 'v6', 'v7'), ('*', 'x0', 'x2', 'v8'), ('//', 'x7', 'v4', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 1, 0, 0)",69
6777,"[('//', 'x3', 'x5', 'v0'), ('//', 'x9', 'x2', 'v1'), ('//', 'x7', 'x0', 'v2'), ('*', 'x6', 'v2', 'v3'), ('+', 'v3', 'v1', 'v4'), ('//', 'v4', 'v0', 'v5'), ('*', 'x2', 'x1', 'v6'), ('*', 'x8', 'x6', 'v7'), ('//', 'x2', 'v1', 'v8'), ('+', 'x0', 'v3', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",513
6778,"[('+', 'x3', 'x7', 'v0'), ('+', 'x1', 'x4', 'v1'), ('*', 'x0', 'x0', 'v2'), ('//', 'x8', 'const_1', 'v3'), ('//', 'x9', 'x4', 'v4'), ('//', 'const_1', 'const_1', 'v5'), ('+', 'x7', 'v5', 'v6'), ('*', 'x1', 'v0', 'v7'), ('*', 'x8', 'x9', 'v8'), ('*', 'v4', 'v7', 'v9')]","(0, 1, 0, 0, 1, 0, 0, 1, 0, 1)",294
6779,"[('//', 'x5', 'x0', 'v0'), ('//', 'x1', 'x1', 'v1'), ('//', 'v0', 'v0', 'v2'), ('//', 'const_1', 'x1', 'v3'), ('*', 'v0', 'v0', 'v4'), ('+', 'const_0', 'x7', 'v5'), ('*', 'const_1', 'x5', 'v6'), ('//', 'v0', 'v0', 'v7'), ('*', 'x9', 'x9', 'v8'), ('*', 'x5', 'x1', 'v9')]","(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",273
6780,"[('*', 'x9', 'x3', 'v0'), ('//', 'x1', 'x1', 'v1'), ('*', 'x5', 'x2', 'v2'), ('+', 'const_1', 'x6', 'v3'), ('//', 'x5', 'v0', 'v4'), ('//', 'x1', 'v4', 'v5'), ('+', 'x5', 'x5', 'v6'), ('*', 'x7', 'x7', 'v7'), ('*', 'v4', 'x4', 'v8'), ('+', 'v8', 'x0', 'v9')]","(0, 0, 0, 1, 1, 1, 0, 0, 0, 1)",114
6781,"[('//', 'x2', 'x5', 'v0'), ('+', 'x5', 'x2', 'v1'), ('*', 'x9', 'x5', 'v2'), ('*', 'const_0', 'x1', 'v3'), ('+', 'x5', 'x1', 'v4'), ('//', 'x5', 'x6', 'v5'), ('//', 'x9', 'x9', 'v6'), ('*', 'v1', 'v6', 'v7'), ('*', 'x6', 'v2', 'v8'), ('+', 'x0', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
6782,"[('//', 'x1', 'x0', 'v0'), ('*', 'x4', 'x5', 'v1'), ('//', 'x6', 'x8', 'v2'), ('*', 'v2', 'x3', 'v3'), ('//', 'v0', 'v2', 'v4'), ('//', 'v4', 'x0', 'v5'), ('*', 'x5', 'v4', 'v6'), ('*', 'const_1', 'x3', 'v7'), ('//', 'x5', 'v1', 'v8'), ('*', 'v6', 'v3', 'v9')]","(1, 1, 0, 1, 0, 1, 1, 0, 1, 0)",859
6783,"[('+', 'x9', 'x9', 'v0'), ('*', 'x9', 'x2', 'v1'), ('*', 'x4', 'x3', 'v2'), ('+', 'x7', 'const_1', 'v3'), ('//', 'x9', 'v1', 'v4'), ('//', 'x3', 'v3', 'v5'), ('//', 'x6', 'v5', 'v6'), ('+', 'x2', 'x0', 'v7'), ('//', 'v7', 'const_1', 'v8'), ('//', 'const_0', 'x6', 'v9')]",None,1024
6784,"[('*', 'x1', 'x2', 'v0'), ('*', 'x4', 'x8', 'v1'), ('+', 'v0', 'const_1', 'v2'), ('*', 'const_0', 'x4', 'v3'), ('+', 'x7', 'v0', 'v4'), ('//', 'v1', 'x9', 'v5'), ('*', 'const_0', 'v1', 'v6'), ('+', 'v5', 'x9', 'v7'), ('*', 'x8', 'v4', 'v8'), ('+', 'v7', 'v2', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
6785,"[('+', 'x6', 'x1', 'v0'), ('+', 'x9', 'x6', 'v1'), ('*', 'const_1', 'x3', 'v2'), ('*', 'x0', 'v1', 'v3'), ('*', 'x5', 'v0', 'v4'), ('//', 'x7', 'const_1', 'v5'), ('*', 'x4', 'v1', 'v6'), ('//', 'v2', 'x7', 'v7'), ('//', 'v5', 'v6', 'v8'), ('//', 'v0', 'v6', 'v9')]","(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",41
6786,"[('*', 'x5', 'x1', 'v0'), ('*', 'x4', 'x8', 'v1'), ('//', 'v1', 'x6', 'v2'), ('+', 'x1', 'x3', 'v3'), ('+', 'x5', 'const_1', 'v4'), ('+', 'v0', 'x9', 'v5'), ('*', 'x5', 'x7', 'v6'), ('*', 'v1', 'x5', 'v7'), ('*', 'x1', 'v5', 'v8'), ('*', 'const_0', 'v6', 'v9')]",None,1024
6787,"[('*', 'const_0', 'const_0', 'v0'), ('*', 'x9', 'x3', 'v1'), ('//', 'x7', 'x6', 'v2'), ('//', 'x8', 'const_1', 'v3'), ('+', 'x0', 'x4', 'v4'), ('//', 'v2', 'v1', 'v5'), ('*', 'x8', 'x6', 'v6'), ('//', 'x5', 'x7', 'v7'), ('//', 'x5', 'x3', 'v8'), ('*', 'x1', 'v6', 'v9')]","(0, 1, 0, 0, 0, 0, 1, 0, 1, 0)",267
6788,"[('//', 'x4', 'x4', 'v0'), ('//', 'x1', 'x0', 'v1'), ('*', 'x2', 'v1', 'v2'), ('*', 'x3', 'x2', 'v3'), ('*', 'v0', 'v3', 'v4'), ('+', 'v3', 'x6', 'v5'), ('//', 'x3', 'const_1', 'v6'), ('+', 'v3', 'v0', 'v7'), ('*', 'x1', 'v1', 'v8'), ('//', 'v3', 'x9', 'v9')]","(0, 0, 1, 1, 0, 0, 0, 0, 0, 1)",194
6789,"[('//', 'x1', 'const_1', 'v0'), ('*', 'x6', 'x6', 'v1'), ('+', 'v0', 'x8', 'v2'), ('+', 'x8', 'const_0', 'v3'), ('*', 'x7', 'v0', 'v4'), ('//', 'v3', 'x9', 'v5'), ('+', 'x2', 'v0', 'v6'), ('*', 'x0', 'v3', 'v7'), ('//', 'const_1', 'x5', 'v8'), ('+', 'v8', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
6790,"[('*', 'x6', 'x2', 'v0'), ('*', 'x6', 'x6', 'v1'), ('//', 'const_1', 'x1', 'v2'), ('*', 'x4', 'v1', 'v3'), ('//', 'v3', 'x8', 'v4'), ('+', 'v0', 'x9', 'v5'), ('*', 'v1', 'x7', 'v6'), ('+', 'x7', 'x7', 'v7'), ('//', 'x8', 'v6', 'v8'), ('//', 'x0', 'x9', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",514
6791,"[('//', 'x0', 'x3', 'v0'), ('//', 'v0', 'v0', 'v1'), ('//', 'x3', 'v0', 'v2'), ('*', 'v0', 'const_0', 'v3'), ('*', 'v0', 'x1', 'v4'), ('*', 'const_0', 'const_1', 'v5'), ('+', 'x6', 'v4', 'v6'), ('+', 'x4', 'x9', 'v7'), ('+', 'x5', 'x8', 'v8'), ('//', 'const_0', 'v7', 'v9')]",None,1024
6792,"[('*', 'x9', 'x4', 'v0'), ('//', 'x8', 'x2', 'v1'), ('+', 'x1', 'const_0', 'v2'), ('+', 'x1', 'x9', 'v3'), ('+', 'x7', 'x6', 'v4'), ('//', 'v4', 'x7', 'v5'), ('+', 'v0', 'x4', 'v6'), ('//', 'v0', 'v2', 'v7'), ('*', 'x9', 'x2', 'v8'), ('*', 'v0', 'v0', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",34
6793,"[('*', 'x8', 'x8', 'v0'), ('//', 'const_0', 'x9', 'v1'), ('*', 'x9', 'x2', 'v2'), ('//', 'const_0', 'x6', 'v3'), ('+', 'x9', 'x6', 'v4'), ('+', 'x0', 'x9', 'v5'), ('//', 'const_0', 'x7', 'v6'), ('+', 'const_1', 'x9', 'v7'), ('+', 'x7', 'const_0', 'v8'), ('*', 'x9', 'v4', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6794,"[('//', 'x0', 'x8', 'v0'), ('//', 'x5', 'const_1', 'v1'), ('+', 'x5', 'x0', 'v2'), ('//', 'x9', 'x5', 'v3'), ('+', 'v3', 'x2', 'v4'), ('+', 'x0', 'v4', 'v5'), ('//', 'const_1', 'const_1', 'v6'), ('+', 'x0', 'v1', 'v7'), ('*', 'v0', 'x7', 'v8'), ('//', 'v6', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6795,"[('*', 'x4', 'const_0', 'v0'), ('*', 'x9', 'x9', 'v1'), ('//', 'v0', 'x6', 'v2'), ('+', 'x0', 'v1', 'v3'), ('//', 'v1', 'x1', 'v4'), ('//', 'x5', 'x8', 'v5'), ('//', 'x2', 'x7', 'v6'), ('//', 'v6', 'v6', 'v7'), ('+', 'v1', 'x1', 'v8'), ('+', 'x4', 'x5', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
6796,"[('+', 'x1', 'x5', 'v0'), ('+', 'x2', 'x6', 'v1'), ('*', 'x5', 'x5', 'v2'), ('//', 'const_0', 'x4', 'v3'), ('//', 'x1', 'x0', 'v4'), ('+', 'x2', 'x3', 'v5'), ('*', 'x9', 'v5', 'v6'), ('+', 'v5', 'v6', 'v7'), ('+', 'v0', 'x6', 'v8'), ('//', 'x0', 'x8', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",515
6797,"[('*', 'x0', 'x4', 'v0'), ('//', 'x2', 'x3', 'v1'), ('*', 'v0', 'x8', 'v2'), ('+', 'x7', 'x4', 'v3'), ('//', 'x3', 'x2', 'v4'), ('*', 'x0', 'const_1', 'v5'), ('*', 'x3', 'const_0', 'v6'), ('//', 'v5', 'v2', 'v7'), ('+', 'x7', 'v6', 'v8'), ('*', 'x9', 'v1', 'v9')]","(0, 0, 1, 1, 0, 0, 0, 0, 0, 1)",194
6798,"[('*', 'x3', 'x4', 'v0'), ('//', 'x5', 'x7', 'v1'), ('//', 'x8', 'x2', 'v2'), ('+', 'const_0', 'x4', 'v3'), ('//', 'x9', 'x3', 'v4'), ('*', 'x2', 'x6', 'v5'), ('//', 'v4', 'x6', 'v6'), ('*', 'x4', 'x8', 'v7'), ('//', 'x5', 'v7', 'v8'), ('*', 'x7', 'v4', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 1, 0, 1)",70
6799,"[('*', 'x3', 'x6', 'v0'), ('//', 'x4', 'const_1', 'v1'), ('//', 'x1', 'x5', 'v2'), ('+', 'const_1', 'x4', 'v3'), ('//', 'x9', 'x3', 'v4'), ('*', 'const_0', 'x8', 'v5'), ('//', 'const_0', 'const_1', 'v6'), ('//', 'x1', 'x7', 'v7'), ('//', 'v3', 'v1', 'v8'), ('+', 'v5', 'v5', 'v9')]",None,1024
6800,"[('//', 'x7', 'const_1', 'v0'), ('+', 'x3', 'x4', 'v1'), ('//', 'x3', 'x9', 'v2'), ('*', 'v2', 'x8', 'v3'), ('*', 'v0', 'x1', 'v4'), ('+', 'x3', 'v1', 'v5'), ('+', 'x2', 'v0', 'v6'), ('//', 'x8', 'v5', 'v7'), ('*', 'x5', 'v4', 'v8'), ('//', 'v4', 'v2', 'v9')]","(0, 1, 0, 1, 0, 0, 0, 1, 0, 1)",326
6801,"[('//', 'x0', 'const_1', 'v0'), ('*', 'x6', 'x5', 'v1'), ('//', 'x5', 'x6', 'v2'), ('+', 'v1', 'x6', 'v3'), ('//', 'x8', 'x5', 'v4'), ('+', 'v4', 'const_0', 'v5'), ('*', 'x5', 'v3', 'v6'), ('//', 'x4', 'const_1', 'v7'), ('*', 'v7', 'x1', 'v8'), ('*', 'v4', 'v6', 'v9')]","(0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",27
6802,"[('*', 'x5', 'x6', 'v0'), ('//', 'v0', 'const_1', 'v1'), ('+', 'v0', 'x9', 'v2'), ('+', 'x8', 'x3', 'v3'), ('*', 'x5', 'const_0', 'v4'), ('*', 'const_0', 'x5', 'v5'), ('*', 'v4', 'v1', 'v6'), ('*', 'v4', 'x3', 'v7'), ('*', 'x9', 'v3', 'v8'), ('*', 'const_0', 'x4', 'v9')]",None,1024
6803,"[('+', 'x8', 'x6', 'v0'), ('+', 'x3', 'x9', 'v1'), ('*', 'const_1', 'x3', 'v2'), ('+', 'const_1', 'const_0', 'v3'), ('+', 'v1', 'v2', 'v4'), ('+', 'x6', 'v1', 'v5'), ('*', 'x1', 'x6', 'v6'), ('*', 'v5', 'x3', 'v7'), ('+', 'x2', 'v3', 'v8'), ('+', 'x1', 'v1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6804,"[('*', 'x1', 'x7', 'v0'), ('*', 'x8', 'const_0', 'v1'), ('*', 'x1', 'x8', 'v2'), ('//', 'v2', 'v0', 'v3'), ('+', 'const_1', 'x2', 'v4'), ('//', 'const_1', 'v2', 'v5'), ('+', 'v1', 'x9', 'v6'), ('*', 'x6', 'x8', 'v7'), ('//', 'v6', 'x3', 'v8'), ('*', 'v4', 'v3', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 1, 1, 0)",263
6805,"[('+', 'x7', 'x9', 'v0'), ('//', 'x0', 'x8', 'v1'), ('+', 'x4', 'x5', 'v2'), ('*', 'x4', 'v2', 'v3'), ('+', 'x2', 'const_1', 'v4'), ('*', 'v0', 'v1', 'v5'), ('+', 'v1', 'x2', 'v6'), ('+', 'x1', 'x0', 'v7'), ('+', 'x2', 'x3', 'v8'), ('//', 'x0', 'v1', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",515
6806,"[('//', 'x8', 'x4', 'v0'), ('+', 'x2', 'const_1', 'v1'), ('*', 'v0', 'x6', 'v2'), ('//', 'x7', 'x7', 'v3'), ('//', 'x0', 'x7', 'v4'), ('*', 'x8', 'x9', 'v5'), ('+', 'x2', 'x6', 'v6'), ('*', 'v0', 'v6', 'v7'), ('//', 'x1', 'v1', 'v8'), ('//', 'v5', 'x1', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 1, 1)",260
6807,"[('*', 'const_1', 'const_0', 'v0'), ('//', 'const_0', 'x8', 'v1'), ('+', 'x7', 'x6', 'v2'), ('*', 'const_1', 'v0', 'v3'), ('+', 'const_1', 'const_1', 'v4'), ('*', 'v2', 'v0', 'v5'), ('*', 'const_1', 'x4', 'v6'), ('*', 'const_1', 'v5', 'v7'), ('//', 'x3', 'x3', 'v8'), ('*', 'v3', 'x4', 'v9')]",None,1024
6808,"[('*', 'x4', 'x8', 'v0'), ('+', 'const_0', 'x3', 'v1'), ('+', 'x5', 'x6', 'v2'), ('//', 'x8', 'const_1', 'v3'), ('*', 'x4', 'x0', 'v4'), ('*', 'v1', 'x2', 'v5'), ('//', 'x1', 'x5', 'v6'), ('+', 'x3', 'const_0', 'v7'), ('+', 'x4', 'x1', 'v8'), ('*', 'x6', 'v3', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",11
6809,"[('//', 'x3', 'x5', 'v0'), ('//', 'const_1', 'x3', 'v1'), ('//', 'x6', 'const_1', 'v2'), ('//', 'v1', 'x2', 'v3'), ('+', 'x6', 'v2', 'v4'), ('*', 'x9', 'x9', 'v5'), ('*', 'v3', 'x2', 'v6'), ('+', 'v0', 'x8', 'v7'), ('+', 'x2', 'x9', 'v8'), ('*', 'const_0', 'x9', 'v9')]",None,1024
6810,"[('+', 'x0', 'x4', 'v0'), ('//', 'const_1', 'x2', 'v1'), ('//', 'const_1', 'v0', 'v2'), ('//', 'x6', 'x3', 'v3'), ('*', 'x7', 'const_1', 'v4'), ('*', 'v2', 'x5', 'v5'), ('*', 'x6', 'x1', 'v6'), ('+', 'x4', 'x7', 'v7'), ('+', 'v2', 'x0', 'v8'), ('+', 'const_1', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
6811,"[('+', 'x4', 'x9', 'v0'), ('//', 'x5', 'x9', 'v1'), ('*', 'x6', 'x9', 'v2'), ('*', 'x2', 'v2', 'v3'), ('//', 'x8', 'x5', 'v4'), ('+', 'x0', 'v3', 'v5'), ('//', 'x3', 'v0', 'v6'), ('//', 'x1', 'v2', 'v7'), ('+', 'const_1', 'const_1', 'v8'), ('+', 'x0', 'v6', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",66
6812,"[('//', 'x2', 'x9', 'v0'), ('*', 'const_0', 'x9', 'v1'), ('+', 'x5', 'x4', 'v2'), ('//', 'x0', 'v1', 'v3'), ('+', 'x1', 'v0', 'v4'), ('+', 'x0', 'x1', 'v5'), ('*', 'x7', 'x2', 'v6'), ('+', 'x0', 'x4', 'v7'), ('//', 'x0', 'x4', 'v8'), ('+', 'x2', 'x1', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",129
6813,"[('*', 'x6', 'x6', 'v0'), ('//', 'x5', 'v0', 'v1'), ('+', 'const_0', 'x6', 'v2'), ('*', 'x2', 'x1', 'v3'), ('*', 'x1', 'v0', 'v4'), ('*', 'x9', 'x6', 'v5'), ('//', 'x5', 'v2', 'v6'), ('*', 'v5', 'x1', 'v7'), ('*', 'v5', 'v6', 'v8'), ('+', 'x6', 'v7', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
6814,"[('//', 'x7', 'x5', 'v0'), ('+', 'x5', 'x1', 'v1'), ('//', 'v1', 'x5', 'v2'), ('+', 'v2', 'v1', 'v3'), ('*', 'v2', 'x4', 'v4'), ('*', 'x7', 'x8', 'v5'), ('*', 'x3', 'x9', 'v6'), ('*', 'x3', 'x3', 'v7'), ('+', 'v5', 'v3', 'v8'), ('+', 'v4', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",7
6815,"[('+', 'const_1', 'x1', 'v0'), ('*', 'x5', 'x0', 'v1'), ('+', 'x7', 'x0', 'v2'), ('//', 'x1', 'x8', 'v3'), ('+', 'const_1', 'x6', 'v4'), ('//', 'x1', 'x0', 'v5'), ('*', 'x2', 'v5', 'v6'), ('+', 'v4', 'x2', 'v7'), ('//', 'x3', 'x9', 'v8'), ('+', 'v8', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
6816,"[('//', 'const_1', 'const_1', 'v0'), ('//', 'const_0', 'x2', 'v1'), ('//', 'x4', 'x2', 'v2'), ('+', 'const_1', 'x9', 'v3'), ('+', 'x2', 'v3', 'v4'), ('+', 'const_1', 'x5', 'v5'), ('+', 'x8', 'v4', 'v6'), ('//', 'const_1', 'x6', 'v7'), ('+', 'x9', 'x8', 'v8'), ('//', 'x1', 'x8', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",259
6817,"[('+', 'x9', 'x6', 'v0'), ('*', 'x9', 'x5', 'v1'), ('//', 'const_1', 'x7', 'v2'), ('+', 'x2', 'const_1', 'v3'), ('+', 'const_0', 'x3', 'v4'), ('+', 'v0', 'v0', 'v5'), ('*', 'x0', 'v4', 'v6'), ('*', 'x1', 'x8', 'v7'), ('//', 'v6', 'x7', 'v8'), ('*', 'v8', 'const_0', 'v9')]",None,1024
6818,"[('//', 'x2', 'x1', 'v0'), ('//', 'x3', 'x5', 'v1'), ('+', 'x1', 'x1', 'v2'), ('+', 'x1', 'const_1', 'v3'), ('+', 'x1', 'x5', 'v4'), ('*', 'v3', 'x3', 'v5'), ('+', 'x7', 'x4', 'v6'), ('+', 'v6', 'v0', 'v7'), ('+', 'v4', 'x0', 'v8'), ('+', 'x7', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
6819,"[('*', 'x3', 'const_0', 'v0'), ('*', 'x7', 'x3', 'v1'), ('//', 'x4', 'const_1', 'v2'), ('//', 'x8', 'v2', 'v3'), ('*', 'x1', 'v1', 'v4'), ('*', 'x3', 'x0', 'v5'), ('+', 'const_0', 'const_1', 'v6'), ('//', 'const_0', 'v2', 'v7'), ('*', 'const_1', 'x3', 'v8'), ('+', 'x7', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
6820,"[('*', 'x3', 'const_0', 'v0'), ('//', 'x6', 'const_1', 'v1'), ('*', 'v0', 'x8', 'v2'), ('+', 'x7', 'x8', 'v3'), ('//', 'const_0', 'x6', 'v4'), ('+', 'const_0', 'x9', 'v5'), ('*', 'x7', 'x3', 'v6'), ('+', 'const_1', 'v6', 'v7'), ('+', 'v6', 'x8', 'v8'), ('//', 'v5', 'x2', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",130
6821,"[('*', 'x8', 'x2', 'v0'), ('//', 'x3', 'x6', 'v1'), ('*', 'x3', 'x5', 'v2'), ('+', 'x8', 'const_0', 'v3'), ('*', 'x2', 'x3', 'v4'), ('+', 'x8', 'x2', 'v5'), ('*', 'x1', 'x0', 'v6'), ('+', 'x5', 'v2', 'v7'), ('//', 'x8', 'v0', 'v8'), ('//', 'const_1', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
6822,"[('+', 'x6', 'x7', 'v0'), ('+', 'x3', 'x9', 'v1'), ('*', 'x3', 'x9', 'v2'), ('//', 'x8', 'x6', 'v3'), ('+', 'x5', 'x7', 'v4'), ('+', 'x9', 'x0', 'v5'), ('//', 'v0', 'x6', 'v6'), ('//', 'v1', 'v6', 'v7'), ('//', 'v4', 'x7', 'v8'), ('+', 'x3', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
6823,"[('*', 'const_0', 'x6', 'v0'), ('*', 'x7', 'const_0', 'v1'), ('+', 'const_0', 'x9', 'v2'), ('*', 'v0', 'v0', 'v3'), ('*', 'x1', 'v3', 'v4'), ('+', 'v3', 'x9', 'v5'), ('+', 'x7', 'const_0', 'v6'), ('//', 'v1', 'v6', 'v7'), ('+', 'v5', 'v7', 'v8'), ('*', 'x6', 'v0', 'v9')]",None,1024
6824,"[('+', 'x9', 'x8', 'v0'), ('*', 'const_1', 'x3', 'v1'), ('+', 'const_0', 'x5', 'v2'), ('*', 'const_1', 'x8', 'v3'), ('//', 'x6', 'x5', 'v4'), ('//', 'x2', 'x3', 'v5'), ('//', 'x4', 'v2', 'v6'), ('+', 'x3', 'x4', 'v7'), ('//', 'x7', 'x0', 'v8'), ('//', 'v3', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",35
6825,"[('*', 'x6', 'x7', 'v0'), ('//', 'x4', 'x7', 'v1'), ('//', 'const_1', 'x8', 'v2'), ('+', 'v0', 'x8', 'v3'), ('//', 'v3', 'x3', 'v4'), ('//', 'x6', 'x8', 'v5'), ('//', 'v5', 'x0', 'v6'), ('//', 'v6', 'x1', 'v7'), ('+', 'x1', 'const_0', 'v8'), ('//', 'x1', 'x5', 'v9')]","(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",273
6826,"[('*', 'x9', 'x7', 'v0'), ('*', 'x6', 'v0', 'v1'), ('+', 'const_0', 'x9', 'v2'), ('//', 'x1', 'x7', 'v3'), ('*', 'const_1', 'x1', 'v4'), ('*', 'x6', 'x9', 'v5'), ('+', 'v5', 'x7', 'v6'), ('*', 'x7', 'x7', 'v7'), ('+', 'x1', 'x7', 'v8'), ('*', 'x8', 'x1', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",259
6827,"[('*', 'x3', 'const_1', 'v0'), ('+', 'x0', 'v0', 'v1'), ('*', 'x7', 'const_0', 'v2'), ('//', 'x4', 'const_1', 'v3'), ('+', 'x2', 'x2', 'v4'), ('+', 'x8', 'v4', 'v5'), ('+', 'x8', 'const_0', 'v6'), ('*', 'x0', 'x6', 'v7'), ('+', 'x3', 'x8', 'v8'), ('*', 'v1', 'x8', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",67
6828,"[('*', 'x3', 'x2', 'v0'), ('//', 'x5', 'x7', 'v1'), ('//', 'x7', 'v1', 'v2'), ('//', 'x5', 'x8', 'v3'), ('*', 'x4', 'const_1', 'v4'), ('*', 'x9', 'x0', 'v5'), ('*', 'const_1', 'x7', 'v6'), ('+', 'v0', 'const_0', 'v7'), ('+', 'v6', 'v5', 'v8'), ('//', 'x7', 'v2', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",21
